file_id,path,start,end,size
447,data/tmap_block.dat,4722688,4727060,4372
448,data/tmap_flags.dat,4727296,4728028,732
449,data/tradelist.narc,4728320,4739804,11484
450,data/trapmark.narc,4740096,4740708,612
451,data/ug_anim.narc,4741120,4764800,23680
452,data/ug_base_cur.nsbmd,4765184,4766868,1684
453,data/ug_boygirl.NCGR,4767232,4771888,4656
454,data/ug_boygirl.NCLR,4772352,4772904,552
455,data/ug_fossil.narc,4773376,4789464,16088
456,data/ug_hero.NANR,4789760,4790009,249
457,data/ug_hero.NCER,4790272,4790537,265
458,data/ug_hole.NANR,4790784,4790998,214
459,data/ug_hole.NCER,4791296,4791458,162
460,data/ug_hole.NCGR,4791808,4793136,1328
461,data/ug_parts.narc,4793344,4926364,133020
462,data/ug_radar.narc,4926464,4940904,14440
463,data/ug_trap.narc,4941312,5063084,121772
464,data/ugeffect_obj_graphic.narc,5063168,5082984,19816
465,data/underg_radar.narc,5083136,5124660,41524
466,data/UTF16.dat,3283456,3283946,490
467,data/utility.bin,5125120,6054972,929852
468,data/weather_sys.narc,6055424,6119080,63656
469,data/wifi.ncgr,6119424,6120000,576
470,data/wifinote.narc,6120448,6135116,14668
471,data/wifip2pmatch.narc,6135296,6286260,150964
472,data/wm.ncgr,6286336,6286912,576
473,data/wm.nclr,6287360,6287912,552
474,data/wm256k.ncgr,6288384,6289472,1088
475,data/mushi/mushi_encount.bin,18801152,18801472,320
476,data/mushi/mushi_trainer.bin,18800128,18800768,640
477,data/sound/gs_sound_data.sdat,6289920,14950016,8660096
478,dwc/utility.bin,123709952,124639804,929852
479,fielddata/build_model/bm_field.narc,14957568,17354872,2397304
480,fielddata/build_model/bm_field_matshp.dat,18782208,18786504,4296
481,fielddata/build_model/bm_room.narc,17355264,18782120,1426856
482,fielddata/build_model/bm_room_matshp.dat,18786816,18788672,1856
483,fielddata/maptable/mapname.bin,18789888,18798528,8640
484,fielddata/wazaoshie/waza_oshie.bin,18801664,18805704,4040
485,msgdata/scenario/scr_msg.narc,14950400,14957148,6748
486,pbr/b_plist_gra.narc,112043520,112117928,74408
487,pbr/bag_gra.narc,112118272,112223860,105588
488,pbr/batt_bg.narc,112224256,112864380,640124
489,pbr/batt_obj.narc,112864768,112996420,131652
490,pbr/font.narc,112996864,113756704,759840
491,pbr/growtbl.narc,113757184,113760532,3348
492,pbr/item_data.narc,113760768,113780268,19500
493,pbr/msg.narc,113780736,115229792,1449056
494,pbr/otherpoke.narc,101327872,102218476,890604
495,pbr/pbr_file.inc,115230208,115230691,483
496,pbr/personal.narc,115230720,115256824,26104
497,pbr/plist_gra.narc,115256832,115296940,40108
498,pbr/poke_anm.narc,115297280,115322692,25412
499,pbr/poke_icon.narc,115322880,115900656,577776
500,pbr/pokeanm.narc,115900928,115914820,13892
501,pbr/pokegra.narc,89548800,101327476,11778676
502,pbr/poketch.narc,123576320,123635788,59468
503,pbr/pokezukan.narc,115915264,115916312,1048
504,pbr/pst_gra.narc,115916800,116043952,127152
505,pbr/sound_data.sdat,116044288,123529056,7484768
506,pbr/waza_tbl.narc,123529216,123540572,11356
507,pbr/winframe.narc,123540992,123576036,35044
508,pbr/zukan.narc,123636224,123709760,73536
509,poketool/personal/pms.narc,18788864,18789880,1016
510,tel/pmtel_book.dat,18798592,18800096,1504
